Date,Bitcoin My Wallet Number of Users,Bitcoin Market Price USD,Bitcoin USD Exchange Trade Volume,Bitcoin Difficulty,Bitcoin My Wallet Number of Transaction Per Day,Bitcoin My Wallet Transaction Volume,Bitcoin Average Block Size,Bitcoin api.blockchain Size,Bitcoin Miners Revenue,Bitcoin Hash Rate,Bitcoin Estimated Transaction Volume USD,Bitcoin Estimated Transaction Volume,Bitcoin Total Output Volume,Bitcoin Number of Transaction per Block,Bitcoin Number of Transactions Excluding Popular Addresses,Bitcoin Total Number of Transactions,Bitcoin Number of Transactions,Bitcoin Cost Per Transaction,Bitcoin Cost % of Transaction Volume,Total Bitcoins
09-25-16,"8,871,122",641,"6,985,759","258,522,748,404","55,677",0,1,"86,362","1,047,567","1,670,661","118,023,531","183,192","2,461,116","1,522","233,318","163,592,193","197,876",5,1,"15,932,913"
09-24-16,"8,856,888",638,"6,525,991","258,522,748,404","45,119",0,1,"86,263","1,135,930","1,824,875","129,633,564","202,679","3,408,106","1,482","193,764","163,394,317","210,448",6,1,"15,931,288"
09-23-16,"8,842,084",640,"12,472,093","258,522,748,404","55,303",0,1,"86,152","1,090,902","1,747,768","152,633,388","237,995","2,021,409","1,763","206,188","163,183,869","239,724",5,1,"15,929,513"
09-22-16,"8,827,132",636,"14,355,952","258,522,748,404","63,958",0,1,"86,035","1,020,493","1,644,958","165,694,239","259,949","2,088,161","1,795","235,124","162,944,145","229,703",5,1,"15,927,813"
09-21-16,"8,811,616",635,"14,634,706","258,522,748,404","61,679",0,1,"85,919","1,156,671","1,863,429","291,240,401","456,876","2,714,191","1,625","225,582","162,714,442","235,664",5,0,"15,926,213"
09-20-16,"8,796,190",639,"29,027,519","258,522,748,404","62,424",0,1,"85,793","1,114,413","1,786,322","194,960,090","304,140","2,864,039","1,896","231,243","162,478,778","263,565",4,1,"15,924,413"
09-19-16,"8,780,464",618,"13,372,143","258,522,748,404","59,567",0,1,"85,665","969,460","1,606,404","147,286,256","237,992","2,601,110","1,798","258,548","162,215,213","224,774",4,1,"15,922,675"
09-18-16,"8,765,726",616,"6,954,834","258,522,748,404","56,005",0,1,"85,558","1,232,591","2,056,198","118,494,681","192,461","2,698,212","1,316","220,329","161,990,439","210,548",6,1,"15,921,125"
09-17-16,"8,751,604",618,"7,779,460","250,540,187,708","47,936",0,1,"85,449","1,311,356","2,171,859","132,635,392","213,666","2,376,976","1,483","202,451","161,779,891","250,672",5,1,"15,919,125"
09-16-16,"8,738,021",617,"15,826,419","241,227,200,229","46,800",0,1,"85,320","1,116,458","1,726,772","143,894,360","232,121","2,375,919","1,864","241,852","161,529,219","268,419",4,1,"15,917,013"
09-15-16,"8,724,302",612,"10,859,575","241,227,200,229","58,876",0,1,"85,195","1,237,024","1,930,627","147,862,059","240,794","2,291,725","1,705","262,224","161,260,800","274,486",5,1,"15,915,225"
09-14-16,"8,709,911",612,"11,326,509","241,227,200,229","59,451",0,1,"85,062","1,281,295","2,002,575","149,242,510","243,264","2,302,843","1,598","269,284","160,986,314","266,811",5,1,"15,913,213"
09-13-16,"8,695,382",610,"12,709,516","241,227,200,229","62,316",0,1,"84,930","1,206,350","1,894,652","168,434,258","275,756","1,906,791","1,675","261,818","160,719,503","264,662",5,1,"15,911,125"
09-12-16,"8,679,314",612,"11,646,426","241,227,200,229","60,064",0,1,"84,800","1,164,434","1,822,703","153,303,975","250,145","2,004,659","1,716","259,375","160,454,841","260,813",5,1,"15,909,150"
09-11-16,"8,664,649",611,"9,087,020","241,227,200,229","57,758",0,1,"84,668","1,074,561","1,690,797","98,603,245","161,730","1,420,395","1,367","255,570","160,194,028","192,683",6,1,"15,907,263"
09-10-16,"8,651,037",615,"7,094,655","241,227,200,229","43,940",0,1,"84,567","1,205,132","1,882,661","103,778,194","168,998","1,536,124","1,363","188,141","160,001,345","213,930",6,1,"15,905,500"
09-09-16,"8,638,044",609,"12,885,197","241,227,200,229","51,144",0,1,"84,455","1,084,454","1,702,789","153,295,466","250,909","2,464,312","1,767","208,930","159,787,415","250,943",4,1,"15,903,538"
09-08-16,"8,622,584",606,"12,937,984","241,227,200,229","61,473",0,1,"84,335","1,083,864","1,714,780","154,115,926","254,451","1,838,852","1,697","245,515","159,536,472","242,730",5,1,"15,901,763"
09-07-16,"8,608,331",606,"9,494,530","241,227,200,229","55,999",0,1,"84,216","1,119,367","1,774,737","150,481,350","248,972","2,545,689","1,588","237,287","159,293,742","234,995",5,1,"15,899,975"
09-06-16,"8,594,507",606,"12,980,365","241,227,200,229","61,596",0,1,"84,101","1,276,512","2,026,558","147,525,118","244,255","1,775,280","1,438","230,695","159,058,747","243,008",5,1,"15,898,125"
09-05-16,"8,581,092",608,"14,621,405","241,227,200,229","66,210",0,1,"83,972","1,165,494","1,834,695","151,722,294","249,097","2,278,156","1,508","238,511","158,815,739","230,769",5,1,"15,896,038"
09-04-16,"8,567,518",602,"6,562,797","234,688,749,068","62,871",0,1,"83,854","1,395,674","2,230,413","153,681,856","256,013","1,861,238","1,061","227,516","158,584,970","197,298",7,1,"15,894,125"
09-03-16,"8,555,129",604,"6,905,876","225,832,872,179","54,200",0,1,"83,748","1,258,909","1,874,778","101,454,031","168,229","2,031,871","1,261","193,345","158,387,672","210,510",6,1,"15,891,813"
09-02-16,"8,543,378",604,"12,358,709","225,832,872,179","63,971",0,1,"83,641","1,027,531","1,526,765","144,015,257","238,546","2,253,377","1,641","206,549","158,177,162","223,187",5,1,"15,889,738"
09-01-16,"8,531,200",597,"12,923,838","225,832,872,179","67,999",0,1,"83,531","1,051,860","1,582,896","118,467,306","198,504","2,326,674","1,640","219,880","157,953,975","231,227",5,1,"15,888,038"
08-31-16,"8,518,439",599,"20,607,535","225,832,872,179","67,897",0,1,"83,424","1,241,469","1,863,551","152,507,129","255,024","1,867,495","1,441","228,039","157,722,748","239,216",5,1,"15,886,275"
08-30-16,"8,504,950",610,"13,349,846","225,832,872,179","62,678",0,1,"83,306","1,166,565","1,717,611","148,383,128","243,391","2,304,139","1,621","235,825","157,483,532","247,987",5,1,"15,884,200"
08-29-16,"8,491,403",610,"12,354,976","225,832,872,179","65,414",0,1,"83,186","1,013,870","1,493,086","134,760,154","221,107","2,074,708","1,681","244,880","157,235,545","223,540",5,1,"15,882,313"
08-28-16,"8,478,843",612,"9,289,979","225,832,872,179","61,040",0,1,"83,075","1,112,984","1,627,801","101,804,671","165,789","1,626,467","1,321","220,874","157,012,005","191,603",6,1,"15,880,650"
08-27-16,"8,467,464",608,"8,953,095","225,832,872,179","55,970",0,1,"82,976","1,239,350","1,829,873","92,793,982","152,554","1,475,510","1,322","188,780","156,820,402","215,529",6,1,"15,878,838"
08-26-16,"8,455,634",609,"12,836,700","225,832,872,179","67,354",0,1,"82,853","1,067,815","1,571,670","114,444,424","187,558","1,901,247","1,522","212,506","156,604,873","213,142",5,1,"15,876,800"
08-25-16,"8,442,686",610,"11,891,587","225,832,872,179","66,845",0,1,"82,745","1,179,082","1,728,837","123,313,923","201,326","1,564,540","1,516","210,471","156,391,731","233,488",5,1,"15,875,063"
08-24-16,"8,428,792",612,"15,168,678","225,832,872,179","65,011",0,1,"82,629","1,197,719","1,751,289","134,490,738","219,076","1,897,617","1,486","230,842","156,158,243","231,800",5,1,"15,873,138"
08-23-16,"8,415,070",611,"32,818,905","225,832,872,179","72,246",0,1,"82,509","1,275,112","1,863,551","145,930,431","237,703","1,993,042","1,453","228,878","155,926,443","241,215",5,1,"15,871,188"
08-22-16,"8,401,982",610,"24,913,920","224,586,991,480","58,556",0,1,"82,380","1,245,625","1,829,873","131,334,047","214,932","1,672,258","1,280","237,998","155,685,228","208,649",6,1,"15,869,125"
08-21-16,"8,389,115",608,"19,748,110","220,755,908,330","59,612",0,1,"82,267","1,251,013","1,799,709","99,918,473","163,734","1,506,620","1,100","205,358","155,476,579","180,391",7,1,"15,867,088"
08-20-16,"8,376,577",626,"13,826,608","220,755,908,330","51,099",0,1,"82,170","1,217,738","1,700,945","98,687,890","157,019","1,478,035","1,247","177,045","155,296,188","193,320",6,1,"15,865,038"
08-19-16,"8,364,568",625,"16,550,750","220,755,908,330","57,042",0,1,"82,070","1,120,494","1,569,259","149,137,276","237,915","1,761,845","1,553","190,432","155,102,868","222,094",5,1,"15,863,100"
08-18-16,"8,351,388",628,"21,304,907","220,755,908,330","63,889",0,1,"81,953","1,134,450","1,580,232","154,415,043","245,006","1,626,880","1,576","218,471","154,880,774","227,006",5,1,"15,861,325"
08-17-16,"8,338,537",614,"16,922,951","220,755,908,330","61,549",0,1,"81,836","1,177,623","1,668,023","143,426,494","231,651","1,603,741","1,650","223,812","154,653,768","250,809",5,1,"15,859,525"
08-16-16,"8,325,833",611,"14,155,540","220,755,908,330","64,995",0,1,"81,713","1,044,943","1,492,442","140,759,736","229,269","1,600,893","1,707","247,669","154,402,959","232,118",5,1,"15,857,625"
08-15-16,"8,313,574",608,"22,519,219","220,755,908,330","62,768",0,1,"81,595","1,072,260","1,536,337","159,238,903","260,037","1,713,682","1,626","229,209","154,170,841","227,683",5,1,"15,855,925"
08-14-16,"8,301,680",611,"22,587,939","220,755,908,330","59,343",0,1,"81,472","1,376,331","1,964,317","113,850,085","185,086","1,160,633","1,024","224,939","153,943,158","183,244",8,1,"15,854,175"
08-13-16,"8,291,140",601,"40,400,922","220,755,908,330","50,449",0,1,"81,368","959,616","1,382,703","106,852,790","175,376","1,308,425","1,446","180,771","153,759,914","182,204",5,1,"15,851,938"
08-12-16,"8,279,883",576,"15,043,106","220,755,908,330","51,901",0,1,"81,271","1,109,403","1,678,997","134,009,917","231,020","1,595,134","1,476","179,744","153,577,710","225,856",5,1,"15,850,363"
08-11-16,"8,267,543",573,"14,999,480","220,755,908,330","58,742",0,1,"81,160","1,008,150","1,547,311","160,610,638","280,788","1,788,233","1,689","223,109","153,351,854","238,207",4,1,"15,848,450"
08-10-16,"8,254,418",575,"15,333,990","220,755,908,330","58,240",0,1,"81,041","970,161","1,481,468","162,059,672","282,054","1,783,743","1,677","234,933","153,113,647","226,377",4,1,"15,846,700"
08-09-16,"8,241,749",579,"15,352,375","220,755,908,330","59,044",0,1,"80,928","1,194,622","1,810,683","153,077,159","264,414","1,829,715","1,542","221,580","152,887,270","254,486",5,1,"15,845,025"
08-08-16,"8,229,264",575,"13,006,720","218,441,791,495","58,434",0,1,"80,799","1,070,546","1,635,102","144,265,306","250,988","1,714,221","1,512","250,723","152,632,784","225,282",5,1,"15,842,975"
08-07-16,"8,217,306",577,"6,969,155","217,375,482,757","57,586",0,1,"80,678","1,091,820","1,642,481","82,377,528","143,430","1,302,222","1,148","221,624","152,407,502","174,489",6,1,"15,841,113"
08-06-16,"8,206,927",572,"11,038,371","217,375,482,757","42,824",0,1,"80,585","1,024,501","1,556,034","96,289,790","169,459","1,464,562","1,327","171,570","152,233,013","191,098",6,1,"15,839,213"
08-05-16,"8,195,575",581,"12,305,907","217,375,482,757","48,765",0,1,"80,487","953,717","1,426,365","123,955,382","214,452","2,092,781","1,718","187,712","152,041,915","226,767",4,1,"15,837,413"
08-04-16,"8,183,832",580,"18,023,876","217,375,482,757","55,532",0,1,"80,375","940,023","1,404,753","140,844,313","243,924","2,132,804","1,800","222,851","151,815,148","234,009",4,1,"15,835,763"
08-03-16,"8,171,299",583,"17,189,751","217,375,482,757","58,341",0,1,"80,262","1,110,793","1,653,286","157,159,537","270,871","2,131,130","1,555","229,999","151,581,139","237,956",5,1,"15,834,138"
08-02-16,"8,156,634",586,"19,520,117","217,375,482,757","54,990",0,1,"80,146","1,074,378","1,588,452","165,358,020","283,118","2,090,786","1,626","234,562","151,343,183","239,021",5,1,"15,832,238"
08-01-16,"8,144,534",589,"19,463,588","217,375,482,757","57,608",0,1,"80,024","1,168,789","1,718,121","146,968,578","249,917","1,991,498","1,445","235,298","151,104,162","229,801",5,1,"15,830,400"
07-31-16,"8,133,328",583,"15,404,607","217,375,482,757","51,512",0,1,"79,899","1,182,382","1,761,344","79,203,718","136,485","1,338,910","1,134","226,083","150,874,361","184,904",7,2,"15,828,425"
07-30-16,"8,123,646",583,"16,537,122","217,375,482,757","41,843",0,1,"79,799","1,134,218","1,685,704","113,672,353","195,431","2,110,969","1,348","181,617","150,689,457","210,352",6,1,"15,826,388"
07-29-16,"8,113,706",577,"15,567,926","217,375,482,757","47,526",0,1,"79,688","1,108,627","1,664,092","156,886,333","273,688","2,377,048","1,598","206,355","150,479,105","246,095",5,1,"15,824,450"
07-28-16,"8,102,635",576,"24,259,885","217,375,482,757","54,377",0,1,"79,566","1,105,742","1,664,092","141,677,830","247,546","2,327,793","1,555","241,815","150,233,010","239,541",5,1,"15,822,525"
07-27-16,"8,091,577",576,"21,788,910","217,375,482,757","53,961",0,1,"79,443","883,763","1,329,113","162,671,083","284,475","1,999,808","1,935","235,996","149,993,469","238,003",4,1,"15,820,600"
07-26-16,"8,078,936",581,"20,633,789","217,375,482,757","56,325",0,1,"79,326","984,960","1,469,588","182,623,774","317,055","2,767,414","1,886","234,708","149,755,466","256,447",4,1,"15,819,063"
07-25-16,"8,066,462",570,"19,039,255","203,483,855,227","54,288",0,1,"79,201","1,035,485","1,577,646","120,670,961","213,377","2,077,130","1,390","252,856","149,499,019","202,896",5,1,"15,817,375"
07-24-16,"8,055,026",571,"15,817,470","201,893,210,853","51,775",0,1,"79,082","1,167,746","1,645,931","116,178,766","204,252","1,718,003","1,223","199,828","149,296,123","200,577",6,1,"15,815,550"
07-23-16,"8,045,809",586,"11,882,578","201,893,210,853","41,726",0,1,"78,978","1,197,996","1,645,931","105,251,817","180,457","2,087,322","1,325","197,135","149,095,546","217,257",6,1,"15,813,513"
07-22-16,"8,036,289",588,"15,437,752","201,893,210,853","47,722",0,1,"78,869","1,093,307","1,495,389","151,428,140","259,073","1,924,492","1,564","212,890","148,878,289","232,973",5,1,"15,811,475"
07-21-16,"8,026,140",589,"26,073,725","201,893,210,853","52,612",0,1,"78,749","1,115,317","1,505,425","187,360,467","316,658","2,254,855","1,697","228,078","148,645,316","254,515",5,1,"15,809,613"
07-20-16,"8,015,050",592,"34,991,566","201,893,210,853","56,175",0,1,"78,620","1,123,924","1,525,497","174,776,759","296,861","2,174,752","1,616","249,758","148,390,801","245,581",5,1,"15,807,738"
07-19-16,"8,003,788",589,"15,780,612","201,893,210,853","56,811",0,1,"78,493","949,947","1,254,521","152,251,393","252,030","2,241,997","1,870","241,037","148,145,220","233,704",4,1,"15,805,850"
07-18-16,"7,992,529",593,"15,361,104","201,893,210,853","56,739",0,1,"78,383","1,137,218","1,495,389","141,320,110","233,935","1,974,802","1,586","230,087","147,911,516","236,291",5,1,"15,804,300"
07-17-16,"7,982,245",594,"20,475,426","201,893,210,853","55,851",0,1,"78,258","1,101,643","1,485,353","154,550,350","260,800","1,875,749","1,300","232,542","147,675,225","192,414",6,1,"15,802,450"
07-16-16,"7,972,942",588,"24,272,427","201,893,210,853","46,383",0,1,"78,144","1,232,270","1,676,040","117,085,456","198,726","1,521,422","1,177","187,174","147,482,811","196,551",6,1,"15,800,600"
07-15-16,"7,963,235",577,"16,566,326","201,893,210,853","51,830",0,1,"78,041","1,223,918","1,696,112","157,782,353","273,624","2,291,567","1,351","193,599","147,286,260","228,244",6,1,"15,798,525"
07-14-16,"7,953,019",577,"24,001,988","201,893,210,853","57,982",0,1,"77,923","1,102,138","1,535,533","209,474,939","363,684","3,004,675","1,515","225,242","147,058,016","231,835",5,1,"15,796,413"
07-13-16,"7,942,210",565,"48,103,788","201,893,210,853","61,053",0,1,"77,803","1,187,784","1,686,076","205,115,591","363,680","2,517,779","1,462","227,597","146,826,181","245,549",5,1,"15,794,500"
07-12-16,"7,930,745",515,"57,403,495","210,798,472,403","58,261",0,1,"77,670","1,174,459","1,555,606","319,085,008","528,295","3,536,817","1,627","243,031","146,580,632","252,252",5,0,"15,792,425"
07-11-16,"7,917,882",606,"39,937,694","213,492,501,107","59,049",0,1,"77,536","1,158,954","1,623,754","173,391,619","286,579","1,726,831","1,471","249,886","146,328,380","225,049",5,1,"15,790,500"
07-10-16,"7,905,647",628,"38,521,947","213,492,501,107","55,294",0,1,"77,412","1,205,755","1,634,367","146,181,270","234,107","1,858,564","1,248","223,007","146,103,331","192,254",6,1,"15,788,588"
07-09-16,"7,893,747",655,"11,399,491","213,492,501,107","49,930",0,1,"77,289","979,639","1,262,920","102,541,348","156,643","1,878,532","1,676","190,326","145,911,077","199,484",5,1,"15,786,663"
07-08-16,"7,882,776",657,"16,612,346","213,492,501,107","62,887",0,1,"77,186","1,216,862","1,560,077","149,891,246","227,449","2,139,879","1,574","197,597","145,711,593","231,414",5,1,"15,785,175"
07-07-16,"7,870,956",655,"16,449,698","213,492,501,107","59,293",0,1,"77,065","1,126,800","1,453,949","169,387,537","258,185","2,487,467","1,730","229,402","145,480,179","236,946",5,1,"15,783,338"
07-06-16,"7,859,275",655,"27,438,393","213,492,501,107","65,830",0,1,"76,945","1,056,015","1,358,435","169,779,142","258,845","2,515,470","1,841","234,472","145,243,233","235,603",5,1,"15,781,638"
07-05-16,"7,846,764",655,"30,492,847","213,492,501,107","64,187",0,1,"76,827","1,058,492","1,369,047","177,602,257","271,397","2,310,580","1,842","232,995","145,007,630","237,673",5,1,"15,780,038"
07-04-16,"7,835,149",655,"22,293,453","213,492,501,107","73,034",0,1,"76,708","1,083,869","1,400,886","136,159,538","208,033","1,930,722","1,822","234,239","144,769,957","240,533",5,1,"15,778,425"
07-03-16,"7,824,850",661,"23,219,394","213,492,501,107",0,0,1,"76,588","1,044,635","1,337,209","130,573,194","197,366","1,865,552","1,480","237,540","144,529,424","186,521",6,1,"15,776,788"
07-02-16,"7,815,620",656,"22,033,362","213,492,501,107",0,0,1,"76,488","1,073,869","1,390,273","114,656,292","175,262","1,834,613","1,495","184,338","144,342,903","195,796",6,1,"15,775,238"
07-01-16,"7,805,180",652,"36,015,631","213,492,501,107",0,0,1,"76,379","1,049,711","1,369,047","162,347,802","250,317","2,421,306","1,716","193,971","144,147,107","221,404",5,1,"15,773,600"
06-30-16,"7,794,814",665,"19,396,532","213,492,501,107",0,0,1,"76,268","1,108,239","1,411,498","139,216,838","209,345","2,207,380","1,636","218,874","143,925,703","217,606",5,1,"15,771,988"
06-29-16,"7,784,628",666,"21,835,386","213,492,501,107",0,0,1,"76,160","1,253,688","1,591,915","167,509,837","251,060","2,456,917","1,516","215,360","143,708,097","227,429",6,1,"15,770,325"
06-28-16,"7,773,839",673,"18,855,336","213,492,501,107",0,0,1,"76,040","1,084,448","1,358,435","237,841,256","351,789","2,539,146","1,736","224,494","143,480,668","222,146",5,0,"15,768,450"
06-27-16,"7,762,999",673,"30,616,322","213,402,065,458",0,0,1,"75,930","1,260,663","1,581,303","196,352,736","290,402","2,274,872","1,516","219,576","143,258,522","225,827",6,1,"15,766,850"
06-26-16,"7,752,577",675,"26,346,611","213,398,925,331",0,0,1,"75,808","1,266,649","1,580,610","161,580,179","237,590","2,055,307","1,148","222,808","143,032,695","171,013",8,1,"15,765,000"
06-25-16,"7,742,281",662,"13,030,367","213,398,925,331",0,0,1,"75,702","1,302,095","1,665,475","129,816,925","195,758","1,965,918","1,160","165,887","142,861,682","182,192",7,1,"15,763,138"
06-24-16,"7,732,453",665,"26,928,547","213,398,925,331",0,0,1,"75,594","1,127,082","1,432,096","187,503,475","281,068","3,349,411","1,601","178,573","142,679,490","216,081",5,1,"15,761,175"
06-23-16,"7,715,094",659,"34,318,017","213,398,925,331",0,0,1,"75,488","1,175,290","1,506,353","164,674,255","248,982","2,136,184","1,554","212,927","142,463,409","220,655",5,1,"15,759,488"
06-22-16,"7,703,745",657,"53,026,863","213,398,925,331",0,0,1,"75,374","1,070,322","1,379,055","187,860,898","285,568","2,266,429","1,678","218,539","142,242,754","218,093",5,1,"15,757,725"
06-21-16,"7,692,841",673,"48,343,367","213,398,925,331",0,0,1,"75,268","1,213,263","1,516,961","193,691,457","285,685","2,314,128","1,532","215,689","142,024,661","219,034",6,1,"15,756,113"
06-20-16,"7,681,746",648,"26,402,272","213,398,925,331",0,0,1,"75,157","1,162,507","1,516,961","166,782,086","256,592","2,224,458","1,525","216,859","141,805,627","218,089",5,1,"15,754,325"
06-19-16,"7,670,138",648,"28,357,316","213,398,925,331",0,0,1,"75,043","1,267,110","1,654,866","102,817,416","158,229","1,522,990","1,042","215,257","141,587,538","162,608",8,1,"15,752,538"
06-18-16,"7,659,937",652,"78,574,449","213,398,925,331",0,0,1,"74,952","2,036,094","1,580,610","141,090,463","216,546","1,891,223","1,244","159,319","141,424,930","185,405",11,1,"15,750,588"
06-17-16,"7,649,266",660,"46,643,049","213,398,925,331",0,0,1,"74,854","2,401,373","1,538,177","192,407,461","290,690","2,290,692","1,453","182,331","141,239,525","210,701",12,1,"15,747,450"
06-16-16,"7,637,271",636,"93,994,829","213,398,925,331",0,0,1,"74,741","2,195,265","1,463,920","211,036,736","331,850","2,848,551","1,571","208,475","141,028,824","216,812",10,1,"15,743,825"
06-15-16,"7,625,562",674,"27,360,174","213,398,925,331",0,0,1,"74,627","2,367,306","1,485,137","183,599,981","271,525","2,039,637","1,534","214,306","140,812,012","214,691",11,1,"15,740,400"
06-14-16,"7,613,302",666,"31,161,665","213,398,925,331",0,0,1,"74,516","2,420,500","1,538,177","195,754,950","293,248","2,054,744","1,482","212,915","140,597,321","214,959",11,1,"15,736,900"
06-13-16,"7,601,460",676,"33,361,880","209,557,682,217",0,0,1,"74,401","2,555,600","1,601,826","163,158,062","241,009","2,599,569","1,417","211,423","140,382,362","213,900",12,2,"15,733,275"
06-12-16,"7,589,736",658,"57,134,570","209,453,158,595",0,0,1,"74,289","2,541,313","1,603,444","152,391,218","230,927","1,737,086","1,150","211,618","140,168,462","177,127",15,2,"15,729,500"
06-11-16,"7,579,535",702,"45,483,641","209,453,158,595",0,0,1,"74,195","2,625,265","1,551,384","169,860,690","241,081","2,151,502","1,335","172,215","139,991,335","198,875",13,2,"15,725,650"
06-10-16,"7,570,086",675,"61,281,897","209,453,158,595",0,0,1,"74,091","2,649,743","1,634,680","195,860,776","290,272","2,071,604","1,340","194,563","139,792,460","210,409",13,1,"15,721,925"
06-09-16,"7,559,711",671,"66,687,601","209,453,158,595",0,0,1,"73,973","2,538,867","1,561,796","228,428,275","337,667","2,084,881","1,546","206,976","139,582,051","231,960",11,1,"15,718,050"
06-08-16,"7,549,230",638,"68,912,928","209,453,158,595",0,0,1,"73,854","2,340,735","1,520,148","199,609,619","311,685","1,988,551","1,535","229,114","139,350,091","224,112",11,1,"15,714,300"
06-07-16,"7,536,971",646,"55,881,770","209,453,158,595",0,0,1,"73,742","2,418,860","1,551,384","204,747,904","315,477","1,867,643","1,430","220,971","139,125,979","213,058",12,1,"15,710,650"
06-06-16,"7,525,984",647,"59,731,341","209,453,158,595",0,0,1,"73,629","2,386,531","1,530,560","205,564,517","316,892","2,170,092","1,476","210,637","138,912,921","217,029",11,1,"15,706,950"
06-05-16,"7,514,984",627,"50,909,008","209,453,158,595",0,0,1,"73,514","2,297,206","1,530,560","161,836,641","258,901","1,821,175","1,250","214,892","138,695,892","183,755",13,1,"15,703,275"
06-04-16,"7,504,310",665,"64,948,674","209,453,158,595",0,0,1,"73,402","2,760,623","1,728,388","155,484,784","233,794","2,173,917","1,271","181,319","138,512,137","210,998",13,2,"15,699,625"
06-03-16,"7,486,653",661,"117,308,803","209,453,158,595",0,0,1,"73,270","2,149,987","1,353,556","219,410,251","332,485","2,799,621","1,838","208,260","138,301,139","238,888",9,1,"15,695,575"
06-02-16,"7,476,162",625,"145,480,129","209,453,158,595",0,0,1,"73,147","2,193,394","1,457,676","304,840,842","487,130","3,159,341","1,724","235,758","138,062,251","241,300",9,1,"15,692,350"
06-01-16,"7,464,378",587,"106,868,002","209,453,158,595",0,0,1,"73,018","1,909,240","1,343,145","287,826,977","487,842","2,712,264","1,827","237,794","137,820,951","235,641",8,1,"15,688,850"
05-31-16,"7,451,927",666,"149,642,818","206,307,449,112",0,0,1,"72,896","2,506,374","1,551,384","314,077,557","467,412","2,849,547","1,666","232,368","137,585,310","248,164",10,1,"15,685,625"
05-30-16,"7,434,197",729,"36,207,387","196,061,423,939",0,0,1,"72,760","3,057,429","1,598,388","217,443,811","292,302","2,647,568","1,520","245,266","137,337,146","249,334",12,1,"15,681,900"
05-29-16,"7,420,737",761,"40,868,097","196,061,423,939",0,0,1,"72,632","3,392,968","1,725,089","154,471,560","201,639","2,011,497","1,233","247,342","137,087,812","218,298",16,2,"15,677,800"
05-28-16,"7,403,194",754,"85,041,798","196,061,423,939",0,0,1,"72,504","3,016,480","1,549,656","207,754,751","274,047","2,345,534","1,486","215,883","136,869,514","236,291",13,1,"15,673,375"
05-27-16,"7,387,064",744,"128,874,496","196,061,423,939",0,0,1,"72,366","2,779,038","1,452,194","311,140,005","417,385","2,774,465","1,703","234,224","136,633,223","253,752",11,1,"15,669,425"
05-26-16,"7,376,376",762,"169,439,517","196,061,423,939",0,0,1,"72,227","2,863,857","1,452,194","433,827,905","565,035","2,796,296","1,798","250,957","136,379,471","267,870",11,1,"15,665,700"
05-25-16,"7,363,557",692,"48,065,817","196,061,423,939",0,0,1,"72,085","2,681,772","1,500,925","233,609,445","335,984","2,323,707","1,705","264,818","136,111,601","262,510",10,1,"15,661,975"
05-24-16,"7,346,565",685,"84,746,673","196,061,423,939",0,0,1,"71,943","2,277,298","1,296,253","249,400,336","364,359","2,362,492","1,862","259,223","135,849,091","247,632",9,1,"15,658,175"
05-23-16,"7,334,930",702,"146,971,123","196,061,423,939",0,0,1,"71,816","2,830,944","1,569,149","193,653,353","275,334","2,757,347","1,561","244,898","135,601,459","251,354",11,1,"15,654,875"
05-22-16,"7,317,059",665,"143,472,595","196,061,423,939",0,0,1,"71,669","2,467,037","1,422,955","298,940,133","448,637","2,831,539","1,443","250,025","135,350,105","210,711",12,1,"15,650,850"
05-21-16,"7,307,727",594,"24,538,115","196,061,423,939",0,0,1,"71,547","2,364,669","1,520,418","164,458,159","274,454","1,894,576","1,366","210,711","135,139,394","213,159",11,1,"15,647,200"
05-20-16,"7,298,025",578,"24,377,615","196,061,423,939",0,0,1,"71,439","2,116,659","1,403,462","221,804,837","382,779","2,301,812","1,586","213,159","134,926,235","228,367",9,1,"15,643,300"
05-19-16,"7,286,044",575,"30,222,288","196,061,423,939",0,0,1,"71,320","2,410,789","1,608,134","211,910,903","367,270","2,095,208","1,432","225,233","134,697,868","236,353",10,1,"15,639,700"
05-18-16,"7,271,336",579,"28,300,189","196,422,606,560",0,0,1,"71,201","2,112,419","1,403,462","178,904,099","309,159","2,004,180","1,597","232,571","134,461,515","229,933",9,1,"15,635,575"
05-17-16,"7,260,044",578,"47,316,934","199,312,067,531",0,0,1,"71,086","2,169,535","1,406,916","207,725,690","359,673","2,321,511","1,776","227,022","134,231,582","248,576",9,1,"15,631,975"
05-16-16,"7,248,646",585,"34,509,545","199,312,067,531",0,0,1,"70,972","2,514,601","1,684,336","178,161,282","304,810","1,964,198","1,301","245,115","133,983,006","221,171",11,1,"15,628,475"
05-15-16,"7,237,633",574,"30,675,649","199,312,067,531",0,0,1,"70,852","2,479,401","1,694,243","139,945,581","243,799","1,835,595","1,121","218,423","133,761,835","190,528",13,2,"15,624,225"
05-14-16,"7,227,274",574,"45,168,190","199,312,067,531",0,0,1,"70,747","1,733,523","1,179,035","134,268,325","234,023","1,493,595","1,653","185,874","133,571,307","196,665",9,1,"15,619,975"
05-13-16,"7,215,311",568,"60,092,817","199,312,067,531",0,0,1,"70,647","2,047,468","1,406,916","162,425,729","285,961","1,938,990","1,653","194,724","133,374,642","234,669",9,1,"15,617,000"
